,importance
fft_total,0.11738460475759044
PR_Mean,0.08017070635388303
HRV_MadNN,0.05562505149249885
HRV_MinNN,0.049653347267314026
TR_Mean,0.04260741673092918
HRV_TINN,0.040434613743074756
HRV_HTI,0.04019374959890595
HRV_pNN50,0.03969235508695731
HRV_pNN20,0.03822475295664543
HRV_MCVNN,0.03301549919482447
HRV_IQRNN,0.03269993147699691
PP_Mean,0.0325213275171358
HRV_SDNN,0.03195792393812197
HRV_MaxNN,0.030987865218050012
HRV_MedianNN,0.029546706218533662
HRV_Prc20NN,0.026158363314098772
HRV_CVNN,0.024818048294859257
QR_Mean,0.02433725712688089
HRV_CVSD,0.0232665405537842
RS_Mean,0.021084419302286724
HRV_Prc80NN,0.020594739123397012
HR_Mean,0.01903740526171058
QRS_Mean,0.018313350816602843
HRV_SDSD,0.018074707920962232
TT_Mean,0.015413432248001015
HF_Norm,0.01234155026763555
HRV_RMSSD,0.011314116264387733
LF_Rel,0.01089950911267217
QQ_Mean,0.010538324566429598
HRV_MeanNN,0.010517316795859998
SS_Mean,0.010292705367080622
VLF_Rel,0.008118957917845556
fft_ratio,0.007161039616048834
LF_Norm,0.006857751236209992
HF_Rel,0.006144613341784599
VLF_Peak,0.0
LF_Peak,0.0
HF_Peak,0.0
