,importance
stdMFCCS_5,0.11558510553162785
stdMFCCS_3,0.0675616486654651
distributionEnergy_2,0.06021439990949818
meanPeakAmplitude,0.03638777109603243
distributionEnergy_0,0.032352127220781124
distributionEnergy_1,0.02979714105557176
meanRiseTime,0.02678675376509314
stdMFCCS_19,0.02178095956250321
varSpectralPower,0.020387333994062704
stdMFCCS_14,0.018414015667137358
kurtMFCCS_13,0.01804640144042421
sumPeakAmplitude,0.017932006906785928
complexity,0.01762342332833291
stdEda,0.01720146742627598
activity,0.017178476773872964
mobility,0.016481985205622402
distributionEnergy_3,0.015133576817660331
skewMFCCS_15,0.014770681939382389
skewMFCCS_16,0.014490778982907699
entropyWavelet_1,0.013607289536465696
entropyWavelet_0,0.013067128227295196
skewEda,0.012430812699251208
meanDerivative,0.011900647799154144
stdMFCCS_1,0.011464173247572604
sumRiseTime,0.01143178997592299
skewMFCCS_17,0.010272413024979474
skewMFCCS_9,0.009776991855587303
skewMFCCS_4,0.009436851981733442
meanMFCCS_10,0.009209453919146387
skewMFCCS_10,0.009188528530353408
kurtMFCCS_15,0.009046334556774003
kurtMFCCS_16,0.008966146316767757
skewMFCCS_11,0.008862467628873567
stdMFCCS_9,0.008291066886352921
kurtMFCCS_5,0.008245268308709091
stdMFCCS_8,0.007422183597565985
meanMFCCS_13,0.007106941123385182
stdMFCCS_18,0.006888436775495266
stdMFCCS_10,0.00685471485728156
meanEda,0.0067776714962811836
medianMFCCS_2,0.0066189148808504785
meanMFCCS_1,0.006583449779036461
kurtMFCCS_17,0.00632793370436437
stdMFCCS_0,0.006288747370561728
meanMFCCS_2,0.006122026282400764
skewMFCCS_6,0.006058157979280878
stdMFCCS_7,0.006057543533984285
stdMFCCS_4,0.005610477139493942
energyWavelet_3,0.005323633699311207
medianMFCCS_5,0.005051339611380497
kurtMFCCS_6,0.005000979918618369
meanMFCCS_6,0.00498653333070945
skewMFCCS_2,0.004923668205365192
stdMFCCS_13,0.004679628975483278
entropyWavelet_3,0.0046597708689943024
skewMFCCS_14,0.00464160625838995
stdMFCCS_12,0.004568933542746248
kurtMFCCS_3,0.004537590551563742
energy,0.004293312128607564
medianMFCCS_14,0.0042102297986004325
skewMFCCS_7,0.00403180444077506
stdMFCCS_16,0.003964913833730458
kurtMFCCS_14,0.003863630588967494
kurtMFCCS_19,0.0037808131235575844
kurtMFCCS_8,0.0036675129800293913
totalEnergyWavelet,0.003662357372380079
meanMFCCS_19,0.0034250838231312366
kurtMFCCS_4,0.0033564343559853715
kurtMFCCS_9,0.0030967504743764558
energyWavelet_1,0.003052956151339022
skewMFCCS_18,0.002997362561475434
medianMFCCS_10,0.0029370287105596905
skewMFCCS_19,0.0025760237865738132
kurtMFCCS_11,0.0025257182970498835
kurtMFCCS_18,0.002515128719133416
meanMFCCS_4,0.0024902840559610376
medianMFCCS_9,0.0024710943877883466
medianMFCCS_3,0.002391580373048441
medianMFCCS_1,0.002368731634235134
stdMFCCS_6,0.0023286130684715993
meanMFCCS_14,0.0022409404845743276
skewMFCCS_12,0.002199099097310216
kurtMFCCS_0,0.0021714256867634983
kurtMFCCS_12,0.00214876106362636
skewMFCCS_1,0.002039612175101084
medianMFCCS_4,0.001976812391940816
skewMFCCS_0,0.0019674971774943273
kurtMFCCS_1,0.0019509580471191634
stdMFCCS_17,0.0018918246611096185
meanMFCCS_7,0.0018507881259660353
medianMFCCS_15,0.0018503239190329397
meanMFCCS_9,0.0017592182926206377
skewMFCCS_3,0.00173636734180822
energyWavelet_2,0.0015543684781583631
sma,0.00134231852180058
meanMFCCS_3,0.0013196439861558593
meanMFCCS_16,0.0012951304502767955
skewMFCCS_5,0.0012396236414782178
meanMFCCS_5,0.0011556914689543867
energyWavelet_0,0.0011458455900863992
skewMFCCS_13,0.0011346678046561796
kurtEda,0.001095233646063045
stdMFCCS_11,0.00104093421239287
meanMFCCS_12,0.001034923244458704
medianMFCCS_7,0.0010265581229612275
meanMFCCS_0,0.000977275334849101
kurtMFCCS_2,0.0009372807383601832
meanMFCCS_17,0.0008669605068215583
peaksCount,0.0008535617836882478
medianMFCCS_0,0.0008188005705505963
entropyWavelet_2,0.000816422080408576
meanNegativeDerivative,0.0007717456944200947
kurtMFCCS_10,0.0007123170567444339
medianMFCCS_13,0.000710236857720036
medianMFCCS_17,0.0006807837217128782
meanMFCCS_8,0.0006342625329361447
medianMFCCS_6,0.0005491309258466268
meanMFCCS_15,0.0005291819683046531
stdMFCCS_2,0.0005279595759991887
medianMFCCS_19,0.0004448021711110039
medianMFCCS_16,0.0004404447936253104
meanMFCCS_11,0.00034467097548875227
medianMFCCS_18,0.00033618948445094754
medianMFCCS_12,0.00032417012987629346
kurtMFCCS_7,0.0002682702871296232
meanMFCCS_18,0.0002535865256100514
medianMFCCS_11,0.00019388871399520657
stdMFCCS_15,0.00019109124621386443
skewMFCCS_8,0.00017883738321051144
medianMFCCS_8,4.78933767181029e-05
